timestamp,message,logStreamName
1636338006163,"2021-11-08 02:20:06,114 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""/opt/conda/lib/python3.6/site-packages/sagemaker_inference/transformer.py"", line 103, in _validate_user_module_and_set_functions",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,115 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -     user_module = importlib.import_module(self._environment.module_name)",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,115 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""/opt/conda/lib/python3.6/importlib/__init__.py"", line 126, in import_module",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,115 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -     return _bootstrap._gcd_import(name[level:], package, level)",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,115 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""<frozen importlib._bootstrap>"", line 994, in _gcd_import",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,115 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""<frozen importlib._bootstrap>"", line 971, in _find_and_load",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,115 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""<frozen importlib._bootstrap>"", line 955, in _find_and_load_unlocked",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,116 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""<frozen importlib._bootstrap>"", line 665, in _load_unlocked",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,116 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""<frozen importlib._bootstrap_external>"", line 678, in exec_module",AllTraffic/i-05b4c405ca1171650
1636338006163,"2021-11-08 02:20:06,116 [INFO ] W-9000-model-stdout com.amazonaws.ml.mms.wlm.WorkerLifeCycle -   File ""<frozen importlib._bootstrap>"", line 219, in _call_with_frames_removed",AllTraffic/i-05b4c405ca1171650
